0.00, 97.00, 85.50, 79.00, 80.50, 75.50, 63.33, 68.50, 52.50, 72.00
79.00, 0.00, 56.00, 63.00, 60.50, 62.00, 48.50, 67.50, 47.00, 61.50
82.50, 71.50, 0.00, 72.00, 68.50, 55.00, 58.00, 66.00, 41.00, 66.50
79.50, 82.00, 70.33, 0.00, 86.00, 70.50, 63.00, 63.50, 50.00, 66.50
96.50, 85.50, 82.00, 81.00, 0.00, 79.50, 70.67, 91.00, 64.00, 74.00
89.00, 79.50, 64.50, 83.00, 76.50, 0.00, 64.67, 75.50, 58.50, 60.00
70.67, 73.00, 65.00, 60.00, 63.00, 61.00, 0.00, 59.50, 43.00, 58.00
71.00, 76.50, 74.00, 71.50, 72.00, 65.50, 57.00, 0.00, 50.33, 65.50
74.50, 72.00, 65.00, 67.50, 62.33, 69.00, 53.50, 56.67, 0.00, 62.50
71.00, 62.50, 66.00, 65.00, 61.00, 51.50, 54.00, 65.50, 52.50, 0.00
