0.00, 0.50, 0.52, 0.47, 0.47, 0.49, 0.48, 0.43, 0.44, 0.42, 0.42, 0.48, 0.43, 0.43
0.50, 0.00, 0.51, 0.45, 0.52, 0.50, 0.47, 0.46, 0.47, 0.45, 0.53, 0.54, 0.42, 0.42
0.48, 0.49, 0.00, 0.48, 0.49, 0.49, 0.46, 0.47, 0.50, 0.42, 0.44, 0.46, 0.39, 0.39
0.53, 0.55, 0.52, 0.00, 0.54, 0.45, 0.59, 0.51, 0.46, 0.49, 0.53, 0.49, 0.49, 0.49
0.53, 0.48, 0.51, 0.46, 0.00, 0.44, 0.48, 0.48, 0.45, 0.47, 0.47, 0.44, 0.45, 0.45
0.51, 0.50, 0.51, 0.55, 0.56, 0.00, 0.53, 0.47, 0.47, 0.51, 0.49, 0.50, 0.42, 0.42
0.52, 0.53, 0.54, 0.41, 0.52, 0.47, 0.00, 0.50, 0.46, 0.43, 0.45, 0.53, 0.38, 0.38
0.57, 0.54, 0.53, 0.49, 0.52, 0.53, 0.50, 0.00, 0.45, 0.50, 0.41, 0.51, 0.41, 0.41
0.56, 0.53, 0.50, 0.54, 0.55, 0.53, 0.54, 0.55, 0.00, 0.51, 0.49, 0.51, 0.47, 0.47
0.58, 0.55, 0.58, 0.51, 0.53, 0.49, 0.57, 0.50, 0.49, 0.00, 0.49, 0.57, 0.48, 0.48
0.58, 0.47, 0.56, 0.47, 0.53, 0.51, 0.55, 0.59, 0.51, 0.51, 0.00, 0.54, 0.44, 0.44
0.52, 0.46, 0.54, 0.51, 0.56, 0.50, 0.47, 0.49, 0.49, 0.43, 0.46, 0.00, 0.45, 0.45
0.57, 0.58, 0.61, 0.51, 0.55, 0.58, 0.62, 0.59, 0.53, 0.52, 0.56, 0.55, 0.00, 0.00
0.51, 0.54, 0.56, 0.49, 0.62, 0.56, 0.47, 0.54, 0.54, 0.52, 0.48, 0.51, 0.47, 0.47
