0.00, 1.00, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 17.00, 0.00, 7.00, 1.00, 0.00, 0.00, 0.00, 0.00, 9.00, 14.00, 0.00, 0.00
0.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
15.00, 15.00, 7.00, 0.00, 11.00, 0.00, 23.00, 2.00, 0.00, 0.00, 11.00, 0.00, 0.00, 0.00
8.00, 0.00, 2.00, 0.00, 0.00, 0.00, 17.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4.00, 0.00, 4.00, 15.00, 15.00, 0.00, 16.00, 0.00, 0.00, 11.00, 0.00, 9.00, 0.00, 0.00
6.00, 9.00, 13.00, 0.00, 22.00, 0.00, 0.00, 6.00, 0.00, 0.00, 0.00, 14.00, 0.00, 0.00
19.00, 11.00, 15.00, 0.00, 4.00, 17.00, 5.00, 0.00, 0.00, 1.00, 0.00, 10.00, 0.00, 0.00
18.00, 25.00, 0.00, 14.00, 34.00, 11.00, 13.00, 29.00, 0.00, 10.00, 0.00, 5.00, 0.00, 0.00
23.00, 26.00, 47.00, 2.00, 8.00, 4.00, 20.00, 0.00, 0.00, 0.00, 7.00, 17.00, 0.00, 0.00
19.00, 0.00, 18.00, 0.00, 17.00, 5.00, 26.00, 27.00, 6.00, 9.00, 0.00, 24.00, 0.00, 0.00
8.00, 0.00, 8.00, 4.00, 35.00, 9.00, 0.00, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16.00, 41.00, 27.00, 2.00, 29.00, 20.00, 40.00, 29.00, 25.00, 14.00, 43.00, 13.00, 0.00, 0.00
2.00, 26.00, 25.00, 0.00, 23.00, 32.00, 0.00, 17.00, 14.00, 9.00, 0.00, 3.00, 0.00, 0.00
