0.00, 30.00, 11.00, 10.00, 8.00, 14.00, 0.00, 9.00, 2.00, 0.00, 2.00, 6.00, 0.00
15.00, 0.00, 0.00, 2.00, 9.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.00, 0.00
14.00, 7.00, 0.00, 0.00, 14.00, 19.00, 0.00, 0.00, 4.00, 0.00, 14.00, 16.00, 0.00
0.00, 6.00, 2.00, 0.00, 27.00, 0.00, 8.00, 10.00, 5.00, 0.00, 11.00, 5.00, 0.00
12.00, 0.00, 0.00, 17.00, 0.00, 0.00, 6.00, 13.00, 0.00, 0.00, 25.00, 0.00, 0.00
0.00, 16.00, 7.00, 19.00, 10.00, 0.00, 0.00, 12.00, 5.00, 0.00, 21.00, 3.00, 0.00
17.00, 3.00, 25.00, 4.00, 9.00, 6.00, 0.00, 0.00, 9.00, 15.00, 30.00, 5.00, 0.00
2.00, 7.00, 27.00, 0.00, 0.00, 0.00, 7.00, 0.00, 22.00, 0.00, 9.00, 0.00, 0.00
0.00, 38.00, 14.00, 0.00, 3.00, 7.00, 0.00, 2.00, 0.00, 2.00, 26.00, 53.00, 0.00
7.00, 23.00, 38.00, 28.00, 31.00, 6.00, 14.00, 33.00, 0.00, 0.00, 27.00, 18.00, 9.00
0.00, 9.00, 0.00, 0.00, 7.00, 10.00, 0.00, 0.00, 3.00, 0.00, 0.00, 21.00, 0.00
0.00, 0.00, 5.00, 0.00, 2.00, 0.00, 13.00, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00
39.00, 9.00, 14.00, 28.00, 31.00, 3.00, 26.00, 18.00, 24.00, 0.00, 39.00, 38.00, 0.00
