0.00, 0.47, 0.48, 0.47, 0.50, 0.43, 0.54, 0.47, 0.50, 0.56, 0.56
0.53, 0.00, 0.55, 0.46, 0.52, 0.49, 0.47, 0.54, 0.51, 0.62, 0.62
0.52, 0.45, 0.00, 0.50, 0.51, 0.45, 0.48, 0.48, 0.53, 0.51, 0.51
0.53, 0.54, 0.50, 0.00, 0.52, 0.48, 0.49, 0.48, 0.50, 0.52, 0.52
0.50, 0.48, 0.49, 0.48, 0.00, 0.44, 0.56, 0.46, 0.48, 0.55, 0.55
0.57, 0.51, 0.55, 0.52, 0.56, 0.00, 0.55, 0.57, 0.62, 0.60, 0.60
0.46, 0.53, 0.52, 0.51, 0.44, 0.45, 0.00, 0.50, 0.54, 0.46, 0.46
0.53, 0.46, 0.52, 0.52, 0.54, 0.43, 0.50, 0.00, 0.52, 0.54, 0.54
0.50, 0.49, 0.47, 0.50, 0.52, 0.38, 0.46, 0.48, 0.00, 0.53, 0.53
0.44, 0.38, 0.49, 0.48, 0.45, 0.40, 0.54, 0.46, 0.47, 0.00, 0.00
0.47, 0.46, 0.48, 0.51, 0.56, 0.45, 0.53, 0.50, 0.51, 0.56, 0.56
