0.00, 0.53, 0.49, 0.52, 0.48, 0.53, 0.42, 0.51, 0.51, 0.47, 0.51, 0.51, 0.51
0.47, 0.00, 0.47, 0.49, 0.54, 0.47, 0.49, 0.49, 0.46, 0.42, 0.47, 0.53, 0.53
0.51, 0.53, 0.00, 0.49, 0.56, 0.53, 0.45, 0.46, 0.48, 0.32, 0.55, 0.52, 0.52
0.48, 0.51, 0.51, 0.00, 0.51, 0.42, 0.51, 0.53, 0.51, 0.45, 0.51, 0.52, 0.52
0.52, 0.46, 0.44, 0.49, 0.00, 0.46, 0.50, 0.55, 0.49, 0.44, 0.54, 0.49, 0.49
0.47, 0.53, 0.47, 0.58, 0.54, 0.00, 0.47, 0.52, 0.50, 0.48, 0.52, 0.51, 0.51
0.58, 0.51, 0.55, 0.49, 0.50, 0.53, 0.00, 0.48, 0.53, 0.50, 0.54, 0.49, 0.49
0.49, 0.51, 0.54, 0.47, 0.45, 0.48, 0.52, 0.00, 0.53, 0.46, 0.53, 0.48, 0.48
0.49, 0.54, 0.52, 0.49, 0.51, 0.50, 0.47, 0.47, 0.00, 0.51, 0.54, 0.61, 0.61
0.53, 0.58, 0.68, 0.55, 0.56, 0.52, 0.50, 0.54, 0.49, 0.00, 0.54, 0.57, 0.57
0.49, 0.53, 0.45, 0.49, 0.46, 0.48, 0.46, 0.47, 0.46, 0.46, 0.00, 0.56, 0.56
0.49, 0.47, 0.48, 0.48, 0.51, 0.49, 0.51, 0.52, 0.39, 0.43, 0.44, 0.00, 0.00
0.58, 0.53, 0.55, 0.55, 0.56, 0.51, 0.54, 0.57, 0.54, 0.48, 0.56, 0.58, 0.58
