0.00, 56.50, 62.00, 67.50, 78.00, 60.00, 60.50, 55.33, 64.50
71.00, 0.00, 60.50, 62.67, 59.00, 69.00, 62.00, 62.00, 78.00
61.00, 64.50, 0.00, 62.00, 71.50, 61.00, 60.67, 63.00, 58.50
77.50, 77.00, 60.00, 0.00, 76.67, 69.00, 71.00, 71.00, 66.50
61.50, 68.50, 56.00, 78.67, 0.00, 80.00, 66.33, 69.50, 72.33
52.00, 75.00, 57.00, 77.00, 62.50, 0.00, 66.00, 76.50, 78.00
67.50, 83.00, 62.67, 80.00, 80.33, 79.00, 0.00, 75.00, 77.50
60.33, 63.00, 53.33, 70.00, 54.00, 82.50, 68.00, 0.00, 71.50
48.00, 69.50, 53.00, 60.50, 67.00, 52.00, 54.50, 57.50, 0.00
