0.00, 0.00, 9.00, 12.00, 0.00, 4.00, 0.00, 2.00, 11.00, 0.00, 0.00, 0.00, 4.00, 10.00, 0.00, 0.00
7.00, 0.00, 0.00, 0.00, 7.00, 0.00, 0.00, 0.00, 0.00, 12.00, 0.00, 0.00, 0.00, 7.00, 13.00, 13.00
0.00, 11.00, 0.00, 0.00, 0.00, 8.00, 0.00, 0.00, 0.00, 5.00, 0.00, 0.00, 0.00, 11.00, 0.00, 0.00
0.00, 4.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 0.00, 26.00, 0.00, 5.00, 8.00, 8.00
41.00, 0.00, 20.00, 34.00, 0.00, 21.00, 16.00, 15.00, 5.00, 61.00, 18.00, 28.00, 5.00, 9.00, 15.00, 15.00
3.00, 3.00, 4.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22.00, 17.00, 4.00, 2.00, 0.00, 3.00, 0.00, 7.00, 30.00, 24.00, 17.00, 27.00, 0.00, 7.00, 22.00, 22.00
0.00, 2.00, 2.00, 2.00, 0.00, 15.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 11.00, 9.00, 9.00
0.00, 32.00, 5.00, 16.00, 0.00, 22.00, 0.00, 10.00, 0.00, 4.00, 0.00, 6.00, 0.00, 0.00, 8.00, 8.00
2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17.00, 14.00, 11.00, 12.00, 9.00, 3.00, 0.00, 10.00, 15.00, 22.00, 0.00, 48.00, 0.00, 0.00, 29.00, 29.00
1.00, 5.00, 8.00, 0.00, 0.00, 3.00, 0.00, 16.00, 0.00, 17.00, 0.00, 0.00, 0.00, 6.00, 12.00, 12.00
0.00, 18.00, 19.00, 12.00, 9.00, 17.00, 12.00, 42.00, 39.00, 10.00, 4.00, 47.00, 0.00, 0.00, 2.00, 2.00
2.00, 0.00, 0.00, 0.00, 0.00, 6.00, 0.00, 0.00, 9.00, 1.00, 24.00, 0.00, 7.00, 0.00, 13.00, 13.00
8.00, 0.00, 10.00, 0.00, 0.00, 9.00, 0.00, 0.00, 0.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 20.00, 0.00, 13.00, 10.00, 10.00, 9.00, 20.00, 14.00, 11.00, 0.00, 18.00, 0.00, 2.00, 29.00, 29.00
