0.00, 0.48, 0.54, 0.54, 0.43, 0.50, 0.41, 0.51, 0.54, 0.49, 0.44, 0.50, 0.51, 0.51, 0.48, 0.48
0.52, 0.00, 0.46, 0.48, 0.52, 0.49, 0.44, 0.49, 0.44, 0.55, 0.43, 0.48, 0.43, 0.52, 0.52, 0.52
0.46, 0.54, 0.00, 0.47, 0.43, 0.51, 0.48, 0.49, 0.48, 0.52, 0.45, 0.47, 0.42, 0.54, 0.46, 0.46
0.46, 0.52, 0.53, 0.00, 0.38, 0.46, 0.49, 0.49, 0.41, 0.54, 0.46, 0.61, 0.46, 0.52, 0.53, 0.53
0.57, 0.48, 0.57, 0.62, 0.00, 0.56, 0.59, 0.55, 0.52, 0.62, 0.51, 0.62, 0.49, 0.54, 0.55, 0.55
0.50, 0.51, 0.49, 0.54, 0.44, 0.00, 0.49, 0.45, 0.46, 0.54, 0.49, 0.49, 0.43, 0.48, 0.47, 0.47
0.59, 0.56, 0.52, 0.51, 0.41, 0.51, 0.00, 0.53, 0.57, 0.61, 0.56, 0.62, 0.48, 0.51, 0.58, 0.58
0.49, 0.51, 0.51, 0.51, 0.45, 0.55, 0.47, 0.00, 0.46, 0.49, 0.46, 0.47, 0.43, 0.54, 0.53, 0.53
0.46, 0.56, 0.52, 0.59, 0.48, 0.54, 0.43, 0.54, 0.00, 0.52, 0.44, 0.52, 0.33, 0.47, 0.53, 0.53
0.51, 0.45, 0.48, 0.46, 0.38, 0.46, 0.39, 0.51, 0.48, 0.00, 0.42, 0.41, 0.46, 0.50, 0.46, 0.46
0.56, 0.57, 0.55, 0.54, 0.49, 0.51, 0.44, 0.54, 0.56, 0.58, 0.00, 0.60, 0.49, 0.42, 0.60, 0.60
0.50, 0.52, 0.53, 0.39, 0.38, 0.51, 0.38, 0.53, 0.48, 0.59, 0.40, 0.00, 0.42, 0.52, 0.55, 0.55
0.49, 0.57, 0.58, 0.54, 0.51, 0.57, 0.52, 0.57, 0.67, 0.54, 0.51, 0.58, 0.00, 0.47, 0.51, 0.51
0.49, 0.48, 0.46, 0.48, 0.46, 0.52, 0.49, 0.46, 0.53, 0.50, 0.58, 0.48, 0.53, 0.00, 0.55, 0.55
0.52, 0.48, 0.54, 0.47, 0.45, 0.53, 0.42, 0.47, 0.47, 0.54, 0.40, 0.45, 0.49, 0.45, 0.00, 0.00
0.48, 0.54, 0.49, 0.54, 0.53, 0.54, 0.54, 0.58, 0.56, 0.54, 0.47, 0.57, 0.48, 0.51, 0.56, 0.56
