0.00, 75.00, 95.00, 73.00, 91.00, 55.00, 91.50, 61.00, 68.50, 82.00, 71.00, 76.00, 67.00, 67.00
77.00, 0.00, 78.00, 69.00, 73.00, 58.00, 64.00, 65.00, 75.00, 94.00, 68.50, 68.00, 60.00, 60.00
80.00, 64.50, 0.00, 61.00, 70.00, 59.50, 90.00, 57.00, 78.00, 66.00, 81.00, 61.00, 81.50, 81.50
79.00, 95.00, 77.00, 0.00, 85.50, 61.00, 83.00, 75.00, 77.50, 86.00, 69.50, 70.00, 63.00, 63.00
101.50, 89.00, 94.00, 91.50, 0.00, 71.67, 106.00, 73.00, 88.00, 76.00, 76.00, 92.00, 68.00, 68.00
70.00, 89.50, 67.50, 71.00, 83.00, 0.00, 79.00, 64.00, 80.00, 72.00, 63.00, 77.50, 68.00, 68.00
78.50, 70.00, 71.00, 62.00, 104.00, 68.00, 0.00, 57.50, 79.50, 59.00, 52.00, 83.00, 71.00, 71.00
72.00, 61.00, 64.00, 63.00, 78.33, 51.00, 64.00, 0.00, 71.00, 54.00, 83.00, 55.00, 62.00, 62.00
86.50, 81.00, 89.00, 76.00, 89.00, 77.00, 98.00, 64.00, 0.00, 73.00, 81.00, 80.00, 73.50, 73.50
66.00, 82.00, 69.00, 60.00, 91.00, 56.00, 75.50, 50.00, 68.00, 0.00, 43.00, 64.00, 61.50, 61.50
78.00, 79.50, 70.50, 68.00, 76.50, 56.50, 54.00, 62.00, 88.00, 87.00, 0.00, 67.00, 59.00, 59.00
75.00, 67.00, 63.00, 67.50, 71.00, 64.50, 73.00, 73.00, 68.00, 58.00, 82.00, 0.00, 53.00, 53.00
74.00, 63.00, 89.00, 52.50, 91.00, 56.50, 77.00, 61.00, 82.50, 72.50, 63.00, 57.00, 0.00, 0.00
79.50, 69.00, 69.00, 67.00, 79.50, 64.00, 74.00, 60.00, 79.00, 64.00, 65.00, 66.50, 65.00, 65.00
